ID,artist,title,picture data,file info,jpg url,image_path,born-died,period,school,url,base,nationality,image_exists
5992,"BRUAND, Libéral",exterior view,"c. 1670, photo, chapelle de la salpêtrière, paris","1600*1200, true color, 167 kb",https://www.wga.hu/art/b/bruand/liberal/salpetr1.jpg,historic_art_dataset/images/complete/artwork/5992.jpg,(c. 1635-1697),Baroque,architect,https://www.wga.hu/html/b/bruand/liberal/index.html,Paris,French,True
5993,"BRUAND, Libéral",exterior view,"1671-79, photo, les invalides, paris","1600*602, true color, 104 kb",https://www.wga.hu/art/b/bruand/liberal/invalid1.jpg,historic_art_dataset/images/complete/artwork/5993.jpg,(c. 1635-1697),Baroque,architect,https://www.wga.hu/html/b/bruand/liberal/index.html,Paris,French,False
5994,"BRUAND, Libéral",exterior view,"1671-79, photo, les invalides, paris","1600*877, true color, 189 kb",https://www.wga.hu/art/b/bruand/liberal/invalid2.jpg,historic_art_dataset/images/complete/artwork/5994.jpg,(c. 1635-1697),Baroque,architect,https://www.wga.hu/html/b/bruand/liberal/index.html,Paris,French,False
5995,"BRUCE, William Blair",landscape with poppies,"1887, oil on canvas, 27 x 34 cm, art gallery of ontario, toronto","1100*872, true color, 165 kb",https://www.wga.hu/art/b/bruce/poppies.jpg,historic_art_dataset/images/complete/artwork/5995.jpg,(1859-1906),Impressionism,painter,https://www.wga.hu/html/b/bruce/index.html,Other,Other,False
5996,"BRUEGEL, Pieter the Elder",the adoration of the kings (detail),"1564, oil on wood, width of detail 21 cm, national gallery, london","900*1095, true color, 181 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/04adorat.jpg,historic_art_dataset/images/complete/artwork/5996.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
5997,"BRUEGEL, Pieter the Elder",the adoration of the kings (detail),"1564, oil on wood, width of detail 26 cm, national gallery, london","900*1090, true color, 141 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/05adorat.jpg,historic_art_dataset/images/complete/artwork/5997.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,True
5998,"BRUEGEL, Pieter the Elder",the adoration of the kings (detail),"1564, oil on wood, width of detail 21 cm, national gallery, london","1000*1199, true color, 194 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/06adorat.jpg,historic_art_dataset/images/complete/artwork/5998.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
5999,"BRUEGEL, Pieter the Elder",adoration of the kings in the snow,"1567, tempera on panel, 35 x 55 cm, oskar reinhart collection, winterthur","1244*770, true color, 200 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/07snow.jpg,historic_art_dataset/images/complete/artwork/5999.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6000,"BRUEGEL, Pieter the Elder",adoration of the kings in the snow (detail),"1567, tempera on panel, 35 x 55 cm, oskar reinhart collection, winterthur","1366*770, true color, 183 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/08snow.jpg,historic_art_dataset/images/complete/artwork/6000.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6001,"BRUEGEL, Pieter the Elder",death of the virgin,"c. 1564, oil on panel, 36 x 55 cm, upton house, banbury","1041*702, true color, 82 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/09death.jpg,historic_art_dataset/images/complete/artwork/6001.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6002,"BRUEGEL, Pieter the Elder",christ and the woman taken in adultery,"1565, oil on canvas, 24 x 34 cm, courtauld gallery, london","1066*770, true color, 108 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/10adulte.jpg,historic_art_dataset/images/complete/artwork/6002.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6003,"BRUEGEL, Pieter the Elder",christ carrying the cross,"1564, oil on oak panel, 124 x 170 cm, kunsthistorisches museum, vienna","1028*750, true color, 184 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/11calvar.jpg,historic_art_dataset/images/complete/artwork/6003.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6004,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, width of detail 36 cm, kunsthistorisches museum, vienna","980*1183, true color, 196 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/12calvar.jpg,historic_art_dataset/images/complete/artwork/6004.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6005,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, width of detail 36 cm, kunsthistorisches museum, vienna","900*1087, true color, 184 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/13calvar.jpg,historic_art_dataset/images/complete/artwork/6005.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6006,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, kunsthistorisches museum, vienna","1319*700, true color, 166 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/14calvar.jpg,historic_art_dataset/images/complete/artwork/6006.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6007,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, kunsthistorisches museum, vienna","1133*800, true color, 180 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/15calvar.jpg,historic_art_dataset/images/complete/artwork/6007.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6008,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","850*1118, true color, 165 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/07baptis.jpg,historic_art_dataset/images/complete/artwork/6008.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6009,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, kunsthistorisches museum, vienna","900*1075, true color, 162 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/17calvar.jpg,historic_art_dataset/images/complete/artwork/6009.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6010,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, kunsthistorisches museum, vienna","900*1132, true color, 166 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/18calvar.jpg,historic_art_dataset/images/complete/artwork/6010.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6011,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, kunsthistorisches museum, vienna","800*934, true color, 90 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/19calvar.jpg,historic_art_dataset/images/complete/artwork/6011.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6012,"BRUEGEL, Pieter the Elder",the massacre of the innocents,"1565-67, oil on panel, 111 x 160 cm, kunsthistorisches museum, vienna","1205*900, true color, 250 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/20innoce.jpg,historic_art_dataset/images/complete/artwork/6012.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,True
6013,"BRUEGEL, Pieter the Elder",the massacre of the innocents (detail),"1565-67, oil on panel, kunsthistorisches museum, vienna","1000*1221, true color, 222 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/21innoce.jpg,historic_art_dataset/images/complete/artwork/6013.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6014,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist,"1566, oil on wood, 95 x 160,5 cm, szépmûvészeti múzeum, budapest","1457*850, true color, 167 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/01baptis.jpg,historic_art_dataset/images/complete/artwork/6014.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6015,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","1101*892, true color, 122 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/02baptis.jpg,historic_art_dataset/images/complete/artwork/6015.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6016,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","1000*1209, true color, 150 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/03baptis.jpg,historic_art_dataset/images/complete/artwork/6016.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6017,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","552*787, true color, 52 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/04baptis.jpg,historic_art_dataset/images/complete/artwork/6017.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6018,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","1137*659, true color, 104 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/05baptis.jpg,historic_art_dataset/images/complete/artwork/6018.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6019,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","815*680, true color, 157 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/06baptis.jpg,historic_art_dataset/images/complete/artwork/6019.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,True
6020,"BRUEGEL, Pieter the Elder",christ carrying the cross (detail),"1564, oil on oak panel, width of detail 36 cm, kunsthistorisches museum, vienna","1345*620, true color, 177 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/16calvar.jpg,historic_art_dataset/images/complete/artwork/6020.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6021,"BRUEGEL, Pieter the Elder",the adoration of the kings (detail),"1564, oil on wood, width of detail 26 cm, national gallery, london","950*1149, true color, 193 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/03adorat.jpg,historic_art_dataset/images/complete/artwork/6021.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6022,"BRUEGEL, Pieter the Elder",haymaking (detail),"1565, oil on panel, lobkowicz collections, lobkowicz palace, prague","864*1200, true color, 182 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/13july.jpg,historic_art_dataset/images/complete/artwork/6022.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6023,"BRUEGEL, Pieter the Elder",the adoration of the kings,"1556-62, tempera on canvas, 122 x 168 cm, musées royaux des beaux-arts, brussels","1032*770, true color, 127 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/01adorat.jpg,historic_art_dataset/images/complete/artwork/6023.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6024,"BRUEGEL, Pieter the Elder",the hunters in the snow (detail),"1565, oil on panel, kunsthistorisches museum, vienna","967*1200, true color, 190 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/02januar.jpg,historic_art_dataset/images/complete/artwork/6024.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6025,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","782*732, true color, 128 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/08baptis.jpg,historic_art_dataset/images/complete/artwork/6025.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6026,"BRUEGEL, Pieter the Elder",the hunters in the snow (detail),"1565, oil on panel, width of detail 31 cm, kunsthistorisches museum, vienna","850*1025, true color, 200 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/03januar.jpg,historic_art_dataset/images/complete/artwork/6026.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6027,"BRUEGEL, Pieter the Elder",the hunters in the snow (detail),"1565, oil on panel, width of detail 31 cm, kunsthistorisches museum, vienna","880*1062, true color, 180 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/04januar.jpg,historic_art_dataset/images/complete/artwork/6027.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6028,"BRUEGEL, Pieter the Elder",gloomy day (february),"1565, oil on panel, 118 x 163 cm, kunsthistorisches museum, vienna","1200*862, true color, 191 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/05februa.jpg,historic_art_dataset/images/complete/artwork/6028.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6029,"BRUEGEL, Pieter the Elder",gloomy day (detail),"1565, oil on panel, kunsthistorisches museum, vienna","800*1616, true color, 164 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/06februa.jpg,historic_art_dataset/images/complete/artwork/6029.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6030,"BRUEGEL, Pieter the Elder",gloomy day (detail),"1565, oil on panel, kunsthistorisches museum, vienna","1306*900, true color, 182 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/07februa.jpg,historic_art_dataset/images/complete/artwork/6030.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6031,"BRUEGEL, Pieter the Elder",gloomy day (detail),"1565, oil on panel, width of detail 40 cm, kunsthistorisches museum, vienna","1291*600, true color, 163 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/08februa.jpg,historic_art_dataset/images/complete/artwork/6031.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,True
6032,"BRUEGEL, Pieter the Elder",gloomy day (detail),"1565, oil on panel, width of detail 40 cm, kunsthistorisches museum, vienna","1000*1213, true color, 201 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/09februa.jpg,historic_art_dataset/images/complete/artwork/6032.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6033,"BRUEGEL, Pieter the Elder",gloomy day (detail),"1565, oil on panel, width of detail 40 cm, kunsthistorisches museum, vienna","850*1029, true color, 190 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/10februa.jpg,historic_art_dataset/images/complete/artwork/6033.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6034,"BRUEGEL, Pieter the Elder",gloomy day (detail),"1565, oil on panel, kunsthistorisches museum, vienna","750*1081, true color, 84 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/11februa.jpg,historic_art_dataset/images/complete/artwork/6034.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6035,"BRUEGEL, Pieter the Elder",haymaking (july),"1565, oil on panel, 117 x 161 cm, lobkowicz collections, lobkowicz palace, prague","1223*850, true color, 204 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/12july.jpg,historic_art_dataset/images/complete/artwork/6035.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,True
6036,"BRUEGEL, Pieter the Elder",haymaking (detail),"1565, oil on panel, lobkowicz collections, lobkowicz palace, prague","713*1200, true color, 147 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/14july.jpg,historic_art_dataset/images/complete/artwork/6036.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6037,"BRUEGEL, Pieter the Elder",haymaking (detail),"1565, oil on panel, lobkowicz collections, lobkowicz palace, prague","900*1177, true color, 189 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/15july.jpg,historic_art_dataset/images/complete/artwork/6037.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6038,"BRUEGEL, Pieter the Elder",haymaking (detail),"1565, oil on panel, lobkowicz collections, lobkowicz palace, prague","1056*800, true color, 174 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/15july1.jpg,historic_art_dataset/images/complete/artwork/6038.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6039,"BRUEGEL, Pieter the Elder",haymaking (detail),"1565, oil on panel, lobkowicz collections, lobkowicz palace, prague","800*1125, true color, 156 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/15july2.jpg,historic_art_dataset/images/complete/artwork/6039.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6040,"BRUEGEL, Pieter the Elder",the corn harvest (august),"1565, oil on wood, 118 x 161 cm, metropolitan museum of art, new york","1283*900, true color, 238 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/16august.jpg,historic_art_dataset/images/complete/artwork/6040.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6041,"BRUEGEL, Pieter the Elder",the corn harvest (detail),"1565, oil on wood, metropolitan museum of art, new york","1115*1000, true color, 179 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/17august.jpg,historic_art_dataset/images/complete/artwork/6041.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6042,"BRUEGEL, Pieter the Elder",the corn harvest (detail),"1565, oil on wood, width of detail 20 cm, metropolitan museum of art, new york","850*1208, true color, 148 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/18august.jpg,historic_art_dataset/images/complete/artwork/6042.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6043,"BRUEGEL, Pieter the Elder",the corn harvest (detail),"1565, oil on wood, width of detail 20 cm, metropolitan museum of art, new york","850*1201, true color, 159 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/19august.jpg,historic_art_dataset/images/complete/artwork/6043.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6044,"BRUEGEL, Pieter the Elder",the corn harvest (detail),"1565, oil on wood, metropolitan museum of art, new york","900*1043, true color, 172 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/20august.jpg,historic_art_dataset/images/complete/artwork/6044.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6045,"BRUEGEL, Pieter the Elder",the return of the herd (november),"1565, oil on panel, 117 x 159 cm, kunsthistorisches museum, vienna","1176*850, true color, 185 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/21novemb.jpg,historic_art_dataset/images/complete/artwork/6045.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6046,"BRUEGEL, Pieter the Elder",the return of the herd (detail),"1565, oil on panel, kunsthistorisches museum, vienna","900*1144, true color, 216 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/22novemb.jpg,historic_art_dataset/images/complete/artwork/6046.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6047,"BRUEGEL, Pieter the Elder",the return of the herd (detail),"1565, oil on panel, kunsthistorisches museum, vienna","900*1133, true color, 193 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/23novemb.jpg,historic_art_dataset/images/complete/artwork/6047.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6048,"BRUEGEL, Pieter the Elder",the return of the herd (detail),"1565, oil on panel, kunsthistorisches museum, vienna","700*1220, true color, 188 kb",https://www.wga.hu/art/b/bruegel/pieter_e/07/24novemb.jpg,historic_art_dataset/images/complete/artwork/6048.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6049,"BRUEGEL, Pieter the Elder",the adoration of the kings,"1564, oil on wood, 111 x 84 cm, national gallery, london","850*1158, true color, 172 kb",https://www.wga.hu/art/b/bruegel/pieter_e/08/02adorat.jpg,historic_art_dataset/images/complete/artwork/6049.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6050,"BRUEGEL, Pieter the Elder",the sermon of st john the baptist (detail),"1566, oil on wood, szépmûvészeti múzeum, budapest","718*846, true color, 170 kb",https://www.wga.hu/art/b/bruegel/pieter_e/09/09baptis.jpg,historic_art_dataset/images/complete/artwork/6050.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6051,"BRUEGEL, Pieter the Elder",the triumph of death (detail),"c. 1562, oil on panel, museo del prado, madrid","800*1049, true color, 201 kb",https://www.wga.hu/art/b/bruegel/pieter_e/05/03death.jpg,historic_art_dataset/images/complete/artwork/6051.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6052,"BRUEGEL, Pieter the Elder",peasant wedding,"c. 1567, oil on wood, 114 x 164 cm, kunsthistorisches museum, vienna","1376*950, true color, 200 kb",https://www.wga.hu/art/b/bruegel/pieter_e/10/01weddin.jpg,historic_art_dataset/images/complete/artwork/6052.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6053,"BRUEGEL, Pieter the Elder",the misanthrope,"1568, oil on canvas, diameter 86 cm, museo nazionale di capodimonte, naples","1129*1100, true color, 178 kb",https://www.wga.hu/art/b/bruegel/pieter_e/11/11misant.jpg,historic_art_dataset/images/complete/artwork/6053.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6054,"BRUEGEL, Pieter the Elder",naval battle in the gulf of naples,"1558-62, oil on panel, 42 x 71 cm, galleria doria pamphilj, rome","1252*700, true color, 144 kb",https://www.wga.hu/art/b/bruegel/pieter_e/12/01navalb.jpg,historic_art_dataset/images/complete/artwork/6054.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6055,"BRUEGEL, Pieter the Elder",naval battle in the gulf of naples (detail),"1558-62, oil on panel, galleria doria pamphilj, rome","902*914, true color, 169 kb",https://www.wga.hu/art/b/bruegel/pieter_e/12/02navalb.jpg,historic_art_dataset/images/complete/artwork/6055.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6056,"BRUEGEL, Pieter the Elder",two chained monkeys,"1562, oil on oak panel, 20 x 23 cm, staatliche museen, berlin","1200*1012, true color, 175 kb",https://www.wga.hu/art/b/bruegel/pieter_e/12/03monkey.jpg,historic_art_dataset/images/complete/artwork/6056.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6057,"BRUEGEL, Pieter the Elder",portrait of an old woman,"c. 1564, oil on wood, 22 x 18 cm, alte pinakothek, munich","750*999, true color, 113 kb",https://www.wga.hu/art/b/bruegel/pieter_e/12/04portra.jpg,historic_art_dataset/images/complete/artwork/6057.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6058,"BRUEGEL, Pieter the Elder",the ass in the school,"1556, pen and indian ink, 232 x 302 mm, staatliche museen, berlin","1029*800, true color, 200 kb",https://www.wga.hu/art/b/bruegel/pieter_e/13/01drawin.jpg,historic_art_dataset/images/complete/artwork/6058.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6059,"BRUEGEL, Pieter the Elder",the fair at hoboken,"1559, pen and indian ink, 265 x 394 mm, courtauld gallery, london","1050*701, true color, 162 kb",https://www.wga.hu/art/b/bruegel/pieter_e/13/02drawin.jpg,historic_art_dataset/images/complete/artwork/6059.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6060,"BRUEGEL, Pieter the Elder",the beekeepers and the birdnester,"c. 1568, pen and indian ink, 203 x 309 mm, staatliche museen, berlin","1138*768, true color, 176 kb",https://www.wga.hu/art/b/bruegel/pieter_e/13/03drawin.jpg,historic_art_dataset/images/complete/artwork/6060.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
6061,"BRUEGEL, Pieter the Elder",summer,"1568, pen and indian ink, 220 x 286 mm, kunsthalle, hamburg","1002*770, true color, 150 kb",https://www.wga.hu/art/b/bruegel/pieter_e/13/04drawin.jpg,historic_art_dataset/images/complete/artwork/6061.jpg,(c. 1525-1569),Northern Renaissance,painter,https://www.wga.hu/html/b/bruegel/pieter_e/index.html,Flanders,Flemish,False
