ID,artist,title,picture data,jpg url,image_path,born-died,period,school,url,base,nationality,image_exists,resolution,color_type,file_size
12640,"DU BROEUCQ, Jacques",madonna of the cat (la vierge au chat),"-, marble relief, cathédrale notre-dame, saint-omer (pas-de-calais)",https://www.wga.hu/art/d/du_broeu/madonna.jpg,complete/artwork\12640.jpg,(c. 1505-1584),Northern Renaissance,sculptor,https://www.wga.hu/html/d/du_broeu/index.html,Mons,Flemish,TRUE,867*1300,true color,227 kb
12641,"DUBBELS, Hendrik Jakobsz.",river landscape with a vessel saluting,"-, oil on oak panel, 37 x 55 cm, private collection",https://www.wga.hu/art/d/dubbels/river_la.jpg,complete/artwork\12641.jpg,(1621-1707),Baroque,painter,https://www.wga.hu/html/d/dubbels/index.html,Amsterdam,Dutch,TRUE,1420*936,true color,147 kb
12642,"DUBBELS, Hendrik Jakobsz.",small dutch vessels in a calm,"after 1670, oil on canvas, 52 x 66 cm, private collection",https://www.wga.hu/art/d/dubbels/vessels.jpg,complete/artwork\12642.jpg,(1621-1707),Baroque,painter,https://www.wga.hu/html/d/dubbels/index.html,Amsterdam,Dutch,TRUE,920*719,true color,80 kb
12643,"DUBOIS, Ambroise",the toilette of psyche,"c. 1600, oil on canvas, musée national du château, fontainebleau",https://www.wga.hu/art/d/dubois_a/diana3.jpg,complete/artwork\12643.jpg,(c. 1542-c. 1614),Mannerism,painter,https://www.wga.hu/html/d/dubois_a/index.html,Fontainebleau,French,TRUE,900*872,true color,126 kb
12644,"DUBOIS, Ambroise",sacrifice at the tomb of neoptolemus,"c. 1610, oil on canvas, 205 x 141 cm, musée national du château, fontainebleau",https://www.wga.hu/art/d/dubois_a/diana1.jpg,complete/artwork\12644.jpg,(c. 1542-c. 1614),Mannerism,painter,https://www.wga.hu/html/d/dubois_a/index.html,Fontainebleau,French,TRUE,969*1400,true color,218 kb
12645,"DUBOIS, Ambroise",theagenes takes the torch back from the hands of chariclea,"c. 1610, oil on canvas, musée national du château, fontainebleau",https://www.wga.hu/art/d/dubois_a/diana2.jpg,complete/artwork\12645.jpg,(c. 1542-c. 1614),Mannerism,painter,https://www.wga.hu/html/d/dubois_a/index.html,Fontainebleau,French,TRUE,800*552,true color,117 kb
12646,"DUBOIS, Ambroise",allegory of painting and sculpture,"c. 1600, oil on canvas, musée national du château, fontainebleau",https://www.wga.hu/art/d/dubois_a/diana4.jpg,complete/artwork\12646.jpg,(c. 1542-c. 1614),Mannerism,painter,https://www.wga.hu/html/d/dubois_a/index.html,Fontainebleau,French,TRUE,629*800,true color,116 kb
12647,"DUBOIS, Fernand",wedding box,"1897, ivory, silvered bronze, wood and plaster, musées royaux d'art et d'histoire, brussels",https://www.wga.hu/art/d/dubois_f/weddingb.jpg,complete/artwork\12647.jpg,(1861-1939),Art Nouveau,goldsmith,https://www.wga.hu/html/d/dubois_f/index.html,Belgium,Belgian,TRUE,1500*1000,true color,139 kb
12648,"DUBOIS, Fernand",five-branch candelabra,"c. 1899, gilt bronze, height 55 cm, musées royaux des beaux-arts, brussels",https://www.wga.hu/art/d/dubois_f/candelab.jpg,complete/artwork\12648.jpg,(1861-1939),Art Nouveau,goldsmith,https://www.wga.hu/html/d/dubois_f/index.html,Belgium,Belgian,TRUE,716*1200,true color,62 kb
12649,"DUBOIS, Jacques",commode,"c. 1750, gilt-bronze mounted tulipwood, 87 x 90 x 57 cm, private collection",https://www.wga.hu/art/d/dubois/jacques/commode.jpg,complete/artwork\12649.jpg,(1694-1763),Baroque,cabinet-maker,https://www.wga.hu/html/d/dubois/jacques/index.html,Paris,French,TRUE,900*848,true color,62 kb
12650,"DUBOIS, Paul",narcissus,"1867, marble, height 145 cm, musée d'orsay, paris",https://www.wga.hu/art/d/dubois_p/narcissu.jpg,complete/artwork\12650.jpg,(1829-1905),Realism,sculptor,https://www.wga.hu/html/d/dubois_p/index.html,Paris,French,TRUE,620*1626,grayscale,78 kb
12651,"DUBOIS, Paul",florentine singer,"1865, silver-plated bronze, height 155 cm, musée d'orsay, paris",https://www.wga.hu/art/d/dubois_p/f_singer.jpg,complete/artwork\12651.jpg,(1829-1905),Realism,sculptor,https://www.wga.hu/html/d/dubois_p/index.html,Paris,French,TRUE,800*1778,true color,158 kb
12652,"DUBOIS, René",commode,"c. 1750, gilt-bronze mounted tulipwood, 87 x 90 x 57 cm, private collection",https://www.wga.hu/art/d/dubois/jacques/commode.jpg,complete/artwork\12652.jpg,(1737-1799),Rococo,cabinet-maker,https://www.wga.hu/html/d/dubois/index.html,Paris,French,TRUE,900*848,true color,62 kb
12653,"DUBOIS, René",cartonnier (detail),"1765-70, oak laquered with vernis martin, partly gilt, width 72 cm, wallace collection, london",https://www.wga.hu/art/d/dubois/rene/cartonni.jpg,complete/artwork\12653.jpg,(1737-1799),Rococo,cabinet-maker,https://www.wga.hu/html/d/dubois/index.html,Paris,French,TRUE,1073*1051,true color,180 kb
12654,"DUBOIS-DRAHONET, Alexandre-Jean","female nude, front view","1831, oil on canvas, 82 x 72 cm, private collection",https://www.wga.hu/art/d/duboisdr/nude1.jpg,complete/artwork\12654.jpg,(1791-1829),Neoclassicism,painter,https://www.wga.hu/html/d/duboisdr/index.html,France,French,TRUE,880*1000,true color,66 kb
12655,"DUBOIS-DRAHONET, Alexandre-Jean","female nude, back view","1831, oil on canvas, 92 x 75 cm, private collection",https://www.wga.hu/art/d/duboisdr/nude2.jpg,complete/artwork\12655.jpg,(1791-1829),Neoclassicism,painter,https://www.wga.hu/html/d/duboisdr/index.html,France,French,TRUE,811*1000,true color,62 kb
12656,"DUBOIS-DRAHONET, Alexandre-Jean",portraits of the princess marie de valois,"1828, oil on canvas, museo nazionale di capodimonte, naples",https://www.wga.hu/art/d/duboisdr/portrait.jpg,complete/artwork\12656.jpg,(1791-1829),Neoclassicism,painter,https://www.wga.hu/html/d/duboisdr/index.html,France,French,TRUE,1000*1356,true color,120 kb
12657,"DUBOIS-PILLET, Albert",chalands sur la seine,"-, oil on canvas, 46 x 33 cm, private collection",https://www.wga.hu/art/d/duboispi/chalands.jpg,complete/artwork\12657.jpg,(1846-1890),Impressionism,painter,https://www.wga.hu/html/d/duboispi/index.html,France,French,TRUE,565*800,true color,54 kb
12658,"DUBOIS-PILLET, Albert",the marne at dawn,"1888, oil on canvas, 32 x 46 cm, musée d'orsay, paris",https://www.wga.hu/art/d/duboispi/marne.jpg,complete/artwork\12658.jpg,(1846-1890),Impressionism,painter,https://www.wga.hu/html/d/duboispi/index.html,France,French,TRUE,1268*900,true color,229 kb
12659,"DUBOIS-PILLET, Albert",a bouquet of roses in a vase,"-, oil on canvas, 41 x 33 cm, private collection",https://www.wga.hu/art/d/duboispi/roses.jpg,complete/artwork\12659.jpg,(1846-1890),Impressionism,painter,https://www.wga.hu/html/d/duboispi/index.html,France,French,TRUE,637*800,true color,104 kb
12660,"DUBORDIEU, Pieter",portrait of a woman,"1637, oil on panel, 71 x 61 cm, rijksmuseum, amsterdam",https://www.wga.hu/art/d/dubordie/portwom1.jpg,complete/artwork\12660.jpg,(c. 1609-1678),Baroque,painter,https://www.wga.hu/html/d/dubordie/index.html,Leiden,Dutch,TRUE,1108*1300,true color,115 kb
12661,"DUBORDIEU, Pieter",portrait of a young woman,"1636-38, oil on panel, 70 x 54 cm, private collection",https://www.wga.hu/art/d/dubordie/portwom2.jpg,complete/artwork\12661.jpg,(c. 1609-1678),Baroque,painter,https://www.wga.hu/html/d/dubordie/index.html,Leiden,Dutch,TRUE,1012*1300,true color,77 kb
12662,"DUBOS, Marie-Jeanne Renard",summer,"c. 1740, engraving, national gallery of art, washington",https://www.wga.hu/art/d/dubos/summer.jpg,complete/artwork\12662.jpg,(b. 1701),Rococo,graphic,https://www.wga.hu/html/d/dubos/index.html,Paris,French,TRUE,800*1067,true color,151 kb
12663,"DUBREUIL, Toussaint",hyanthe and clymene at their toilette,"c. 1600, oil on canvas, 107 x 97 cm, musée du louvre, paris",https://www.wga.hu/art/d/dubreuil/hyante1.jpg,complete/artwork\12663.jpg,(c. 1561-1602),Mannerism,painter,https://www.wga.hu/html/d/dubreuil/index.html,Fontainebleau,French,TRUE,935*1030,true color,143 kb
12664,"DUBREUIL, Toussaint",hyanthe and clymene offering a sacrifice to venus,"c. 1600, oil on canvas, 190 x 140 cm, musée du louvre, paris",https://www.wga.hu/art/d/dubreuil/hyante.jpg,complete/artwork\12664.jpg,(c. 1561-1602),Mannerism,painter,https://www.wga.hu/html/d/dubreuil/index.html,Fontainebleau,French,TRUE,850*1027,true color,118 kb
12665,"DUBUCAND, Alfred",arab stallion,"c. 1870, sand cast bronze, 22 x 24 cm, private collection",https://www.wga.hu/art/d/dubucand/stallion.jpg,complete/artwork\12665.jpg,(1828-1894),Realism,sculptor,https://www.wga.hu/html/d/dubucand/index.html,Paris,French,TRUE,900*858,true color,139 kb
12666,"DUBUCAND, Alfred",two hounds,"c. 1870, sand cast bronze, 12 x 15 cm, private collection",https://www.wga.hu/art/d/dubucand/twohound.jpg,complete/artwork\12666.jpg,(1828-1894),Realism,sculptor,https://www.wga.hu/html/d/dubucand/index.html,Paris,French,TRUE,900*768,true color,144 kb
12667,"DUBUFE, Claude-Marie",crossing of bidassoa (16 april 1823),"-, oil on canvas, 77 x 106 cm, private collection",https://www.wga.hu/art/d/dubufe/claude/crossing.jpg,complete/artwork\12667.jpg,(1790-1864),Neoclassicism,painter,https://www.wga.hu/html/d/dubufe/claude/index.html,Paris,French,TRUE,1000*701,true color,89 kb
12668,"DUBUFE, Claude-Marie",the dubufe family,"1820, oil on canvas, 64 x 84 cm, musée du louvre, paris",https://www.wga.hu/art/d/dubufe/claude/family.jpg,complete/artwork\12668.jpg,(1790-1864),Neoclassicism,painter,https://www.wga.hu/html/d/dubufe/claude/index.html,Paris,French,TRUE,1011*800,true color,85 kb
12669,"DUBUFE, Claude-Marie",memories,"1826-27, oil on canvas, oval, 92 x 119 cm, norton simon museum of art, pasadena",https://www.wga.hu/art/d/dubufe/claude/memorie1.jpg,complete/artwork\12669.jpg,(1790-1864),Neoclassicism,painter,https://www.wga.hu/html/d/dubufe/claude/index.html,Paris,French,TRUE,900*690,true color,61 kb
12670,"DUBUFE, Claude-Marie",regrets,"1826-27, oil on canvas, oval, 92 x 119 cm, norton simon museum of art, pasadena",https://www.wga.hu/art/d/dubufe/claude/memorie2.jpg,complete/artwork\12670.jpg,(1790-1864),Neoclassicism,painter,https://www.wga.hu/html/d/dubufe/claude/index.html,Paris,French,TRUE,993*690,true color,68 kb
12671,"DUBUFE, Claude-Marie",the surprise,"before 1827, oil on canvas, 65 x 54 cm, national gallery, london",https://www.wga.hu/art/d/dubufe/claude/surprise.jpg,complete/artwork\12671.jpg,(1790-1864),Neoclassicism,painter,https://www.wga.hu/html/d/dubufe/claude/index.html,Paris,French,TRUE,794*900,true color,48 kb
12672,"DUBUFE, Edouard",portrait de marie-rosalie dite rosa bonheur,"1857, oil on canvas, 131 x 94 cm, musée national du château, versailles",https://www.wga.hu/art/d/dubufe/edouard/portrait.jpg,complete/artwork\12672.jpg,(1820-1883),Romanticism,painter,https://www.wga.hu/html/d/dubufe/edouard/index.html,Paris,French,TRUE,792*1077,true color,62 kb
12673,"DUCA, Giacomo del",tomb of elena savelli (detail),"1570, marble and bronze, san giovanni in laterano, rome",https://www.wga.hu/art/d/duca/savelli1.jpg,complete/artwork\12673.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,740*1089,true color,144 kb
12674,"DUCA, Giacomo del",tomb of elena savelli,"1570, marble and bronze, san giovanni in laterano, rome",https://www.wga.hu/art/d/duca/savelli.jpg,complete/artwork\12674.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1050*1400,true color,222 kb
12675,"DUCA, Giacomo del",exterior view,"1573-75, photo, santa maria in trivio, rome",https://www.wga.hu/art/d/duca/trivio.jpg,complete/artwork\12675.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1150*863,true color,241 kb
12676,"DUCA, Giacomo del",silenus and young bacchus,"1571-74, bronze, height 187 cm, galleria degli uffizi, florence",https://www.wga.hu/art/d/duca/silenus.jpg,complete/artwork\12676.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1401*2200,true color,279 kb
12677,"DUCA, Giacomo del",general view,"1574, photo, porta san giovanni, rome",https://www.wga.hu/art/d/duca/porta.jpg,complete/artwork\12677.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,2000*1500,true color,192 kb
12678,"DUCA, Giacomo del",general view,"1580s, photo, villa farnese, caprarola, near viterbo",https://www.wga.hu/art/d/duca/farnese1.jpg,complete/artwork\12678.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1500*960,true color,245 kb
12679,"DUCA, Giacomo del",exterior view,"1570s, photo, santa maria di loreto, rome",https://www.wga.hu/art/d/duca/loreto2.jpg,complete/artwork\12679.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1118*1400,true color,237 kb
12680,"DUCA, Giacomo del",exterior view,"1570s, photo, santa maria di loreto, rome",https://www.wga.hu/art/d/duca/loreto1.jpg,complete/artwork\12680.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1012*1400,true color,251 kb
12681,"DUCA, Giacomo del",view of the upper garden,"1580s, photo, villa farnese, caprarola, near viterbo",https://www.wga.hu/art/d/duca/farnese3.jpg,complete/artwork\12681.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1400*814,true color,246 kb
12682,"DUCA, Giacomo del",general view,"1580s, photo, villa farnese, caprarola, near viterbo",https://www.wga.hu/art/d/duca/farnese2.jpg,complete/artwork\12682.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1200*892,true color,234 kb
12683,"DUCA, Giacomo del",interior view,"1570s, photo, santa maria di loreto, rome",https://www.wga.hu/art/d/duca/loreto3.jpg,complete/artwork\12683.jpg,(c. 1520-1604),Mannerism,sculptor,https://www.wga.hu/html/d/duca/index.html,Sicily,Italian,TRUE,1300*870,true color,237 kb
12684,DUCCIO di Buoninsegna,pilate's second interrogation of christ (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso15a.jpg,complete/artwork\12684.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,820*614,true color,123 kb
12685,DUCCIO di Buoninsegna,flagellation (scene 16),"1308-11, tempera on wood, 50 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso16.jpg,complete/artwork\12685.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1017*1000,true color,210 kb
12686,DUCCIO di Buoninsegna,crown of thorns (scene 17),"1308-11, tempera on wood, 50 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso17.jpg,complete/artwork\12686.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1059*1000,true color,218 kb
12687,DUCCIO di Buoninsegna,pilate washing his hands (scene 18),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso18.jpg,complete/artwork\12687.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1089*1000,true color,214 kb
12688,DUCCIO di Buoninsegna,pilate washing his hands (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso18a.jpg,complete/artwork\12688.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,765*650,true color,114 kb
12689,DUCCIO di Buoninsegna,way to calvary (scene 19),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso19.jpg,complete/artwork\12689.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1095*1000,true color,242 kb
12690,DUCCIO di Buoninsegna,crucifixion (scene 20),"1308-11, tempera on wood, 100 x 76 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso20.jpg,complete/artwork\12690.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,916*1200,true color,222 kb
12691,DUCCIO di Buoninsegna,crucifixion (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso20a.jpg,complete/artwork\12691.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,900*1202,true color,275 kb
12692,DUCCIO di Buoninsegna,deposition (scene 21),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso21.jpg,complete/artwork\12692.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1076*1000,true color,239 kb
12693,DUCCIO di Buoninsegna,crucifixion (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso20c.jpg,complete/artwork\12693.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,867*1200,true color,196 kb
12694,DUCCIO di Buoninsegna,entombment (scene 22),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso22.jpg,complete/artwork\12694.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1091*1000,true color,245 kb
12695,DUCCIO di Buoninsegna,road to emmaus (scene 26),"1308-11, tempera on wood, 51 x 57 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso26.jpg,complete/artwork\12695.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1115*1000,true color,239 kb
12696,DUCCIO di Buoninsegna,the three marys at the tomb (scene 23),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso23.jpg,complete/artwork\12696.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1058*1050,true color,244 kb
12697,DUCCIO di Buoninsegna,the three marys at the tomb (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso23a.jpg,complete/artwork\12697.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,801*1400,true color,234 kb
12698,DUCCIO di Buoninsegna,the three marys at the tomb (detail),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso23b.jpg,complete/artwork\12698.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1000*1185,true color,229 kb
12699,DUCCIO di Buoninsegna,christ in limbo (scene 24),"1308-11, tempera on wood, 51 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso24.jpg,complete/artwork\12699.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1064*1000,true color,240 kb
12700,DUCCIO di Buoninsegna,noli me tangere (scene 25),"1308-11, tempera on wood, 51 x 57 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso25.jpg,complete/artwork\12700.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1155*1000,true color,238 kb
12701,DUCCIO di Buoninsegna,crucifixion (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso20b.jpg,complete/artwork\12701.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,714*900,true color,162 kb
12702,DUCCIO di Buoninsegna,pilate's second interrogation of christ (scene 15),"1308-11, tempera on wood, 50 x 57 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso15.jpg,complete/artwork\12702.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1141*1000,true color,210 kb
12703,DUCCIO di Buoninsegna,christ accused by the pharisees (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso12a.jpg,complete/artwork\12703.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,980*676,true color,194 kb
12704,DUCCIO di Buoninsegna,pilate's first interrogation of christ (scene 13),"1308-11, tempera on wood, 49 x 57 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso13.jpg,complete/artwork\12704.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1173*1000,true color,232 kb
12705,DUCCIO di Buoninsegna,last supper (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso03a.jpg,complete/artwork\12705.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,605*950,true color,141 kb
12706,DUCCIO di Buoninsegna,christ taking leave of the apostles (scene 4),"1308-11, tempera on wood, 50 x 53 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso04.jpg,complete/artwork\12706.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1080*1000,true color,193 kb
12707,DUCCIO di Buoninsegna,the betrayal by judas (scene 5),"1308-11, tempera on wood, 50 x 53 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso05.jpg,complete/artwork\12707.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1066*1000,true color,196 kb
12708,DUCCIO di Buoninsegna,agony in the garden (scene 6),"1308-11, tempera on wood, 51 x 76 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso06.jpg,complete/artwork\12708.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1400*905,true color,228 kb
12709,DUCCIO di Buoninsegna,agony in the garden (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso06a.jpg,complete/artwork\12709.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1000*1214,true color,216 kb
12710,DUCCIO di Buoninsegna,agony in the garden (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso06b.jpg,complete/artwork\12710.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,660*800,true color,130 kb
12711,DUCCIO di Buoninsegna,christ taken prisoner (scene 7),"1308-11, tempera on wood, 51 x 76 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso07.jpg,complete/artwork\12711.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,995*651,true color,164 kb
12712,DUCCIO di Buoninsegna,christ taken prisoner (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso07a.jpg,complete/artwork\12712.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,765*870,true color,143 kb
12713,DUCCIO di Buoninsegna,christ before king herod (scene 14),"1308-11, tempera on wood, 50 x 57 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_2/verso14.jpg,complete/artwork\12713.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1119*1000,true color,214 kb
12714,DUCCIO di Buoninsegna,christ taken prisoner (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso07b.jpg,complete/artwork\12714.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1000*413,true color,100 kb
12715,DUCCIO di Buoninsegna,jesus before annas and peter first denying jesus (scenes 8-9),"1308-11, tempera on wood, 99 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso081.jpg,complete/artwork\12715.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,874*1500,true color,237 kb
12716,DUCCIO di Buoninsegna,peter first denying jesus (scene 9),"1308-11, tempera on wood, 50 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso09.jpg,complete/artwork\12716.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1095*1000,true color,221 kb
12717,DUCCIO di Buoninsegna,peter first denying jesus (detail),"1308-11, tempera on wood, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso09a.jpg,complete/artwork\12717.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,769*1400,true color,210 kb
12718,DUCCIO di Buoninsegna,christ before caiaphas (scene 10),"1308-11, tempera on wood, 46 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso10.jpg,complete/artwork\12718.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1116*1000,true color,229 kb
12719,DUCCIO di Buoninsegna,christ mocked (scene 11),"1308-11, tempera on wood, 46 x 54 cm, museo dell'opera del duomo, siena",https://www.wga.hu/art/d/duccio/maesta/verso_1/verso11.jpg,complete/artwork\12719.jpg,(c. 1255-1319),Medieval,painter,https://www.wga.hu/html/d/duccio/index.html,Siena,Italian,TRUE,1047*1000,true color,208 kb
