ID,artist,title,picture data,jpg url,image_path,born-died,period,school,url,base,nationality,image_exists,resolution,color_type,file_size
0,"AACHEN, Hans von",venus and adonis,"1574-88, oil on canvas, 68 x 95 cm, fogg art museum, harvard university, cambridge",https://www.wga.hu/art/a/aachen/adonis.jpg,complete/artwork\0.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1700*1211,true color,252 kb
1,"AACHEN, Hans von",procuring scene,"1605-10, oil on wood, 114 x 130 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/z_scene.jpg,complete/artwork\1.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1370*1168,true color,212 kb
2,"AACHEN, Hans von",self-portrait with a glass of wine,"c. 1596, oil on canvas, 53 x 44 cm, private collection",https://www.wga.hu/art/a/aachen/selfport.jpg,complete/artwork\2.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,896*1074,true color,57 kb
3,"AACHEN, Hans von",two laughing men (self-portrait),"before 1574, oil on panel, 48 x 39 cm, archdiocesan museum, kromeriz",https://www.wga.hu/art/a/aachen/selfpor1.jpg,complete/artwork\3.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1173*1500,true color,210 kb
4,"AACHEN, Hans von",portrait of emperor rudolf ii,"1606-08, oil on canvas, 60 x 48 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/rudolf2.jpg,complete/artwork\4.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1149*1500,true color,247 kb
5,"AACHEN, Hans von",boy with grapes,"1600-05, oil on wood, 45 x 36 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/portrai4.jpg,complete/artwork\5.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1108*1418,true color,220 kb
6,"AACHEN, Hans von",anna of tyrol,"1604, oil on canvas, 58 x 48 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/portrai3.jpg,complete/artwork\6.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,954*1153,true color,213 kb
7,"AACHEN, Hans von",portrait of painter josef heintz,"1585, oil on canvas, 57 x 44 cm, národní galerie, prague",https://www.wga.hu/art/a/aachen/portrai2.jpg,complete/artwork\7.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1511*2000,true color,223 kb
8,"AACHEN, Hans von",gaspar rem,"1574-75, oil on canvas, 49 x 42 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/portrai1.jpg,complete/artwork\8.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1043*1242,true color,136 kb
9,"AACHEN, Hans von",a couple in a tavern,"1595-1605, oil on canvas, 63 x 51 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/k_couple.jpg,complete/artwork\9.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1102*1369,true color,128 kb
10,"AACHEN, Hans von",declaration of war before constantine,"1603-04, parchment mounted on canvas, 34 x 42 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/war.jpg,complete/artwork\10.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1200*969,true color,226 kb
11,"AACHEN, Hans von",pan and selene,"1600-05, oil on panel, 40 x 49 cm, private collection",https://www.wga.hu/art/a/aachen/gods1.jpg,complete/artwork\11.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1500*1203,true color,251 kb
12,"AACHEN, Hans von",the amazement of the gods,"1590s, oil on copper, 36 x 46 cm, national gallery, london",https://www.wga.hu/art/a/aachen/gods.jpg,complete/artwork\12.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1200*943,true color,192 kb
13,"AACHEN, Hans von",david and bathsheba,"1612-15, oil on canvas, 128 x 105 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/davidbat.jpg,complete/artwork\13.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1073*1418,true color,221 kb
14,"AACHEN, Hans von","bacchus, venus and cupid","1595-1600, oil on canvas, 63 x 50 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/bacchus1.jpg,complete/artwork\14.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1206*1500,true color,245 kb
15,"AACHEN, Hans von","bacchus, ceres and cupid","1595-1605, oil on canvas, 163 x 113 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/bacchus.jpg,complete/artwork\15.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1173*1700,true color,242 kb
16,"AACHEN, Hans von","pallas athena, venus and juno","1593, oil on canvas, 54 x 67 cm, museum of fine arts, boston",https://www.wga.hu/art/a/aachen/athena.jpg,complete/artwork\16.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1556*1252,true color,239 kb
17,"AACHEN, Hans von","jupiter, antiope and cupid","1595-98, oil on copper, 31 x 21 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/antiope.jpg,complete/artwork\17.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,987*1400,true color,234 kb
18,"AACHEN, Hans von","allegory of peace, art and abundance","1602, oil on canvas, 197 x 142 cm, the hermitage, st. petersburg",https://www.wga.hu/art/a/aachen/allegorz.jpg,complete/artwork\18.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1193*1600,true color,238 kb
19,"AACHEN, Hans von",allegory,"1598, oil on copper, 56 x 47 cm, alte pinakothek, munich",https://www.wga.hu/art/a/aachen/allegory.jpg,complete/artwork\19.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,684*817,true color,133 kb
20,"AACHEN, Hans von",couple with mirror,"1596, copperplate, 25 x 20 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/aachen/j_couple.jpg,complete/artwork\20.jpg,(1552-1615),Mannerism,painter,https://www.wga.hu/html/a/aachen/index.html,Germany,German,TRUE,1035*1398,true color,137 kb
21,"AAGAARD, Carl Frederik",deer beside a lake,"1888, oil on canvas, 53 x 82 cm, private collection",https://www.wga.hu/art/a/aagaard/deerlake.jpg,complete/artwork\21.jpg,(1833-1895),Realism,painter,https://www.wga.hu/html/a/aagaard/index.html,Copenhagen,Danish,TRUE,1200*818,true color,213 kb
22,"AAGAARD, Carl Frederik",the rose garden,"1877, oil on canvas, 98 x 80 cm, private collection",https://www.wga.hu/art/a/aagaard/rosegard.jpg,complete/artwork\22.jpg,(1833-1895),Realism,painter,https://www.wga.hu/html/a/aagaard/index.html,Copenhagen,Danish,TRUE,875*950,true color,117 kb
23,"ABADIA, Juan de la",the archangel michael,"c. 1490, wood, 127 x 78 cm, museu nacional d'art de catalunya, barcelona",https://www.wga.hu/art/a/abadia/michael.jpg,complete/artwork\23.jpg,(active 1470-1490),Early Renaissance,painter,https://www.wga.hu/html/a/abadia/index.html,Huesca,Spanish,TRUE,637*1060,true color,191 kb
24,"ABADIE, Paul",interior view,"1875-1919, photo, sacré-coeur, paris",https://www.wga.hu/art/a/abadie/sacreco3.jpg,complete/artwork\24.jpg,(1812-1884),Art Nouveau,architect,https://www.wga.hu/html/a/abadie/index.html,Paris,French,TRUE,1600*1064,true color,210 kb
25,"ABADIE, Paul",exterior view,"1875-1919, photo, sacré-coeur, paris",https://www.wga.hu/art/a/abadie/sacreco2.jpg,complete/artwork\25.jpg,(1812-1884),Art Nouveau,architect,https://www.wga.hu/html/a/abadie/index.html,Paris,French,TRUE,1400*1332,true color,274 kb
26,"ABADIE, Paul",general view,"1875-1919, photo, sacré-coeur, paris",https://www.wga.hu/art/a/abadie/sacreco1.jpg,complete/artwork\26.jpg,(1812-1884),Art Nouveau,architect,https://www.wga.hu/html/a/abadie/index.html,Paris,French,TRUE,1800*1505,true color,269 kb
27,"ABADIE, Paul",exterior view,"1858-69, photo, town hall, angoulême",https://www.wga.hu/art/a/abadie/angoule2.jpg,complete/artwork\27.jpg,(1812-1884),Art Nouveau,architect,https://www.wga.hu/html/a/abadie/index.html,Paris,French,TRUE,1400*1004,true color,260 kb
28,"ABADIE, Paul",general view,"1852-56, photo, église saint-martial, angoulême",https://www.wga.hu/art/a/abadie/angoule1.jpg,complete/artwork\28.jpg,(1812-1884),Art Nouveau,architect,https://www.wga.hu/html/a/abadie/index.html,Paris,French,TRUE,2000*1500,true color,282 kb
29,"ABADIE, Paul",view of the tour de lusignan,"1858-69, photo, town hall, angoulême",https://www.wga.hu/art/a/abadie/angoule3.jpg,complete/artwork\29.jpg,(1812-1884),Art Nouveau,architect,https://www.wga.hu/html/a/abadie/index.html,Paris,French,TRUE,758*1000,true color,198 kb
30,"ABAQUESNE, Masséot",albarello,"c. 1545, maiolica, musée des beaux-arts, rouen",https://www.wga.hu/art/a/abaquesn/albarell.jpg,complete/artwork\30.jpg,(c 1500-1564),High Renaissance,potter,https://www.wga.hu/html/a/abaquesn/index.html,France,French,TRUE,500*1115,true color,82 kb
31,"ABAQUESNE, Masséot",ceramic floor,"1542, ceramics, musée national de la renaissance, écouen",https://www.wga.hu/art/a/abaquesn/floor1.jpg,complete/artwork\31.jpg,(c 1500-1564),High Renaissance,potter,https://www.wga.hu/html/a/abaquesn/index.html,France,French,TRUE,450*1545,true color,167 kb
32,"ABAQUESNE, Masséot",ceramic floor,"1557, ceramics, musée du louvre, paris",https://www.wga.hu/art/a/abaquesn/floor2.jpg,complete/artwork\32.jpg,(c 1500-1564),High Renaissance,potter,https://www.wga.hu/html/a/abaquesn/index.html,France,French,TRUE,841*1000,true color,195 kb
33,"ABAQUESNE, Masséot",the flood,"-, ceramic mural composition, musée national de la renaissance, écouen",https://www.wga.hu/art/a/abaquesn/theflood.jpg,complete/artwork\33.jpg,(c 1500-1564),High Renaissance,potter,https://www.wga.hu/html/a/abaquesn/index.html,France,French,TRUE,750*1076,true color,191 kb
34,"ABBATE, Niccolò dell'",man with parrot,"1540s, oil on canvas, 125 x 109 cm, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/abbate/portrai2.jpg,complete/artwork\34.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1211*1398,true color,244 kb
35,"ABBATE, Niccolò dell'",orlando furioso scenes (detail),"c. 1560, fresco, pinacoteca nazionale, bologna",https://www.wga.hu/art/a/abbate/torfani2.jpg,complete/artwork\35.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1008*1400,true color,250 kb
36,"ABBATE, Niccolò dell'",orlando furioso scenes (detail),"c. 1560, fresco, pinacoteca nazionale, bologna",https://www.wga.hu/art/a/abbate/torfani1.jpg,complete/artwork\36.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1600*1039,true color,240 kb
37,"ABBATE, Niccolò dell'",the continence of scipio,"c. 1555, oil on canvas, 127 x 115 cm, musée du louvre, paris",https://www.wga.hu/art/a/abbate/scipio.jpg,complete/artwork\37.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,820*907,true color,97 kb
38,"ABBATE, Niccolò dell'",the rape of proserpine,"c. 1570, oil on canvas, 196 x 220 cm, musée du louvre, paris",https://www.wga.hu/art/a/abbate/proserpi.jpg,complete/artwork\38.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,939*820,true color,110 kb
39,"ABBATE, Niccolò dell'",death of eurydice,"1552-71, oil on canvas, 189 x 238 cm, national gallery, london",https://www.wga.hu/art/a/abbate/orpheus.jpg,complete/artwork\39.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1000*785,true color,167 kb
40,"ABBATE, Niccolò dell'",portrait of a gentleman with a falcon,"1548-50, oil on canvas, 140 x 117 cm, art gallery of new south wales, sydney",https://www.wga.hu/art/a/abbate/portrai1.jpg,complete/artwork\40.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1332*1700,true color,247 kb
41,"ABBATE, Niccolò dell'",meeting of charles v and the bey of tunis,"1545-50, oil on canvas, 176 x 211 cm, courtauld gallery, london",https://www.wga.hu/art/a/abbate/meeting.jpg,complete/artwork\41.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,944*787,true color,186 kb
42,"ABBATE, Niccolò dell'",chimney breast,"c. 1552, oil on canvas, château, écouen",https://www.wga.hu/art/a/abbate/chimney1.jpg,complete/artwork\42.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,900*1328,true color,184 kb
43,"ABBATE, Niccolò dell'",chimney breast,"c. 1552, marble, château, écouen",https://www.wga.hu/art/a/abbate/chimney2.jpg,complete/artwork\43.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,810*1200,true color,185 kb
44,"ABBATE, Niccolò dell'",stag hunt,"1550-52, oil on canvas, 116 x 159 cm, galleria borghese, rome",https://www.wga.hu/art/a/abbate/deerhunt.jpg,complete/artwork\44.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1156*761,true color,163 kb
45,"ABBATE, Niccolò dell'",moses rescued from the nile,"c. 1560, oil on canvas, 83 x 83 cm, musée du louvre, paris",https://www.wga.hu/art/a/abbate/moses.jpg,complete/artwork\45.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,822*824,true color,151 kb
46,"ABBATE, Niccolò dell'",decoration (detail),"1550, fresco, château, fontainebleau (seine-et-marne)",https://www.wga.hu/art/a/abbate/galerie2.jpg,complete/artwork\46.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1100*733,true color,234 kb
47,"ABBATE, Niccolò dell'",decoration,"1550, fresco, château, fontainebleau (seine-et-marne)",https://www.wga.hu/art/a/abbate/galerie1.jpg,complete/artwork\47.jpg,(1509-1571),Mannerism,painter,https://www.wga.hu/html/a/abbate/index.html,Bologna,Italian,TRUE,1029*683,true color,191 kb
48,"ABBATI, Giuseppe",portrait of a woman,"1865-66, oil on panel, 26 x 14 cm, galleria dell'arte moderna, palazzo pitti, florence",https://www.wga.hu/art/a/abbati/abbati4.jpg,complete/artwork\48.jpg,(1836-1868),Realism,painter,https://www.wga.hu/html/a/abbati/index.html,Italy,Italian,TRUE,471*850,true color,51 kb
49,"ABBATI, Giuseppe",the cloister of santa croce,"1861-62, oil on cardboard, 19 x 25 cm, galleria dell'arte moderna, palazzo pitti, florence",https://www.wga.hu/art/a/abbati/abbati3.jpg,complete/artwork\49.jpg,(1836-1868),Realism,painter,https://www.wga.hu/html/a/abbati/index.html,Italy,Italian,TRUE,1300*986,true color,219 kb
50,"ABBATI, Giuseppe",oration (the prayer),"1866, oil on canvas, 57 x 42 cm, galleria dell'arte moderna, palazzo pitti, florence",https://www.wga.hu/art/a/abbati/abbati5.jpg,complete/artwork\50.jpg,(1836-1868),Realism,painter,https://www.wga.hu/html/a/abbati/index.html,Italy,Italian,TRUE,974*1300,true color,208 kb
51,"ABBATI, Giuseppe",landscape at castiglioncello,"1863, oil on panel, 10 x 30 cm, galleria dell'arte moderna, palazzo pitti, florence",https://www.wga.hu/art/a/abbati/abbati1.jpg,complete/artwork\51.jpg,(1836-1868),Realism,painter,https://www.wga.hu/html/a/abbati/index.html,Italy,Italian,TRUE,1023*350,true color,60 kb
52,"ABBATI, Giuseppe",country road with cypresses,"c. 1860, oil on canvas, 28 x 37 cm, galleria dell'arte moderna, palazzo pitti, florence",https://www.wga.hu/art/a/abbati/abbati2.jpg,complete/artwork\52.jpg,(1836-1868),Realism,painter,https://www.wga.hu/html/a/abbati/index.html,Italy,Italian,TRUE,1137*850,true color,162 kb
53,"ABBATINI, Guido Ubaldo",gian lorenzo bernini's cornaro chapel,"c. 1650, oil on canvas, 168 x 120 cm, staatliches museum, schwerin",https://www.wga.hu/art/a/abbatini/cornaro.jpg,complete/artwork\53.jpg,(c. 1602-1656),Baroque,painter,https://www.wga.hu/html/a/abbatini/index.html,Rome,Italian,TRUE,800*1133,true color,167 kb
54,"ABEELE, Pieter van",commemorative medal for admiral maarten harpertszoon tromp,"1653, silver, cast, chased and engraved, diameter 7 cm, private collection",https://www.wga.hu/art/a/abeele/commemo2.jpg,complete/artwork\54.jpg,(1608-1684),Baroque,sculptor,https://www.wga.hu/html/a/abeele/index.html,Amsterdam,Dutch,TRUE,509*500,true color,51 kb
55,"ABEELE, Pieter van","william iii, prince of orange, at the age of four","1654, silver, two cast chased shells soldered together, diameter 7 cm, metropolitan museum of art, new york",https://www.wga.hu/art/a/abeele/william3.jpg,complete/artwork\55.jpg,(1608-1684),Baroque,sculptor,https://www.wga.hu/html/a/abeele/index.html,Amsterdam,Dutch,TRUE,1034*500,true color,104 kb
56,"ABEELE, Pieter van",medal commemorating charles ii embarkation at scheveningen,"1660, silver, diameter 7 cm, royal collection, windsor",https://www.wga.hu/art/a/abeele/commemo1.jpg,complete/artwork\56.jpg,(1608-1684),Baroque,sculptor,https://www.wga.hu/html/a/abeele/index.html,Amsterdam,Dutch,TRUE,988*500,true color,92 kb
57,"ABILDGAARD, Nicolai",the midwife taking leave of the girl from andros,"1801, oil on canvas, 158 x 129 cm, statens museum for kunst, copenhagen",https://www.wga.hu/art/a/abildgaa/andria1.jpg,complete/artwork\57.jpg,(1743-1809),Romanticism,painter,https://www.wga.hu/html/a/abildgaa/index.html,Denmark,Danish,TRUE,1231*1500,true color,108 kb
58,"ABILDGAARD, Nicolai",simo and his former slave sosia,"1803, oil on canvas, 158 x 142 cm, statens museum for kunst, copenhagen",https://www.wga.hu/art/a/abildgaa/andria2.jpg,complete/artwork\58.jpg,(1743-1809),Romanticism,painter,https://www.wga.hu/html/a/abildgaa/index.html,Denmark,Danish,TRUE,1353*1500,true color,142 kb
59,"ABILDGAARD, Nicolai",culmin's ghost appears to his mother,"c. 1794, oil on canvas, 62 x 78 cm, nationalmuseum, stockholm",https://www.wga.hu/art/a/abildgaa/culmingh.jpg,complete/artwork\59.jpg,(1743-1809),Romanticism,painter,https://www.wga.hu/html/a/abildgaa/index.html,Denmark,Danish,TRUE,1122*1000,true color,129 kb
60,"ABILDGAARD, Nicolai",the wounded philoctetes,"1775, oil on canvas, 123 x 178 cm, statens museum for kunst, copenhagen",https://www.wga.hu/art/a/abildgaa/philocte.jpg,complete/artwork\60.jpg,(1743-1809),Romanticism,painter,https://www.wga.hu/html/a/abildgaa/index.html,Denmark,Danish,TRUE,1500*1057,true color,129 kb
61,"ABILDGAARD, Nicolai",adam and eve,"1780, engraving, nationalmuseum, stockholm",https://www.wga.hu/art/a/abildgaa/z_adamev.jpg,complete/artwork\61.jpg,(1743-1809),Romanticism,painter,https://www.wga.hu/html/a/abildgaa/index.html,Denmark,Danish,TRUE,600*1031,true color,170 kb
62,"ABONDIO, Antonio",medallion portrait of emperor maximilian ii,"c. 1575, wax on obsidian, kunsthistorisches museum, vienna",https://www.wga.hu/art/a/abondio/maximili.jpg,complete/artwork\62.jpg,(1538-1591),Mannerism,sculptor,https://www.wga.hu/html/a/abondio/index.html,Vienna,Italian,TRUE,451*500,true color,27 kb
63,"ACERO Y AREBO, Vicente",exterior view,"1722-1838, photo, cathedral, cádiz",https://www.wga.hu/art/a/acero/cadiz2.jpg,complete/artwork\63.jpg,(c. 1677-1739),Baroque,architect,https://www.wga.hu/html/a/acero/index.html,Spain,Spanish,TRUE,1021*1400,true color,200 kb
64,"ACERO Y AREBO, Vicente",exterior view,"1722-1838, photo, cathedral, cádiz",https://www.wga.hu/art/a/acero/cadiz1.jpg,complete/artwork\64.jpg,(c. 1677-1739),Baroque,architect,https://www.wga.hu/html/a/acero/index.html,Spain,Spanish,TRUE,1500*1095,true color,192 kb
65,"ACHENBACH, Oswald",fireworks in naples,"1875, oil on canvas, 66 x 102 cm, the hermitage, st. petersburg",https://www.wga.hu/art/a/achenbac/firework.jpg,complete/artwork\65.jpg,(1827-1905),Realism,painter,https://www.wga.hu/html/a/achenbac/index.html,Dusseldorf,German,TRUE,1600*1005,true color,131 kb
66,"ADAM, Albrecht",battle of moscow on 7 september 1812,"1815-25, oil and gouache on paper, 21 x 30 cm, the hermitage, st. petersburg",https://www.wga.hu/art/a/adam1/battle.jpg,complete/artwork\66.jpg,(1786-1862),Romanticism,painter,https://www.wga.hu/html/a/adam1/index.html,Munich,German,TRUE,1253*873,true color,154 kb
67,"ADAM, Albrecht",the return from the hunt,"1828, oil on canvas, 69 x 101 cm, private collection",https://www.wga.hu/art/a/adam1/hunt.jpg,complete/artwork\67.jpg,(1786-1862),Romanticism,painter,https://www.wga.hu/html/a/adam1/index.html,Munich,German,TRUE,1200*825,true color,158 kb
68,"ADAM, Lambert-Sigisbert",child pinched by a lobster,"c. 1740, bronze, height 25,5 cm, institute of arts, detroit",https://www.wga.hu/art/a/adam/lambert/child_lo.jpg,complete/artwork\68.jpg,(1700-1759),Baroque,sculptor,https://www.wga.hu/html/a/adam/lambert/index.html,Nancy,French,TRUE,692*1001,grayscale,85 kb
69,"ADAM, Lambert-Sigisbert",neptune and amphitrite,"1740 (completed), lead, bassin de naptune, versailles",https://www.wga.hu/art/a/adam/lambert/neptune.jpg,complete/artwork\69.jpg,(1700-1759),Baroque,sculptor,https://www.wga.hu/html/a/adam/lambert/index.html,Nancy,French,TRUE,1020*735,grayscale,126 kb
70,"ADAM, Lambert-Sigisbert",neptune calming the waves,"1737, marble, musée du louvre, paris",https://www.wga.hu/art/a/adam/lambert/neptune1.jpg,complete/artwork\70.jpg,(1700-1759),Baroque,sculptor,https://www.wga.hu/html/a/adam/lambert/index.html,Nancy,French,TRUE,801*1213,grayscale,95 kb
71,"ADAM, Lambert-Sigisbert",self-portrait,"c. 1740, drawing, ashmolean museum, oxford",https://www.wga.hu/art/a/adam/lambert/selfport.jpg,complete/artwork\71.jpg,(1700-1759),Baroque,sculptor,https://www.wga.hu/html/a/adam/lambert/index.html,Nancy,French,TRUE,650*1068,grayscale,151 kb
72,"ADAM, Lambert-Sigisbert",head of 'water',"1737, terracotta, the hermitage, st. petersburg",https://www.wga.hu/art/a/adam/lambert/water.jpg,complete/artwork\72.jpg,(1700-1759),Baroque,sculptor,https://www.wga.hu/html/a/adam/lambert/index.html,Nancy,French,TRUE,750*1062,grayscale,95 kb
73,"ADAM, Nicolas-Sébastien",monumental vase on the theme of autumn (detail),"1742-45, marble, metropolitan museum of art, new york",https://www.wga.hu/art/a/adam/nicolas/vase2.jpg,complete/artwork\73.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,848*900,true color,160 kb
74,"ADAM, Nicolas-Sébastien",monumental vase on the theme of autumn (detail),"1742-45, marble, metropolitan museum of art, new york",https://www.wga.hu/art/a/adam/nicolas/vase1.jpg,complete/artwork\74.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,1028*1400,true color,239 kb
75,"ADAM, Nicolas-Sébastien",monumental vase on the theme of autumn,"1742-45, marble, height 177 cm, metropolitan museum of art, new york",https://www.wga.hu/art/a/adam/nicolas/vase.jpg,complete/artwork\75.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,1037*1400,true color,191 kb
76,"ADAM, Nicolas-Sébastien",prometheus,"1737, marble, height 115 cm, musée du louvre, paris",https://www.wga.hu/art/a/adam/nicolas/promethx.jpg,complete/artwork\76.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,802*1130,grayscale,100 kb
77,"ADAM, Nicolas-Sébastien",monument to queen catharina opalinska (detail),"1749 (set up), marble, notre-dame de bon secours, nancy",https://www.wga.hu/art/a/adam/nicolas/opalinsx.jpg,complete/artwork\77.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,666*703,grayscale,108 kb
78,"ADAM, Nicolas-Sébastien",monument to queen catharina opalinska,"1749, marble, notre-dame de bon secours, nancy",https://www.wga.hu/art/a/adam/nicolas/opalinsk.jpg,complete/artwork\78.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,801*1184,grayscale,158 kb
79,"ADAM, Nicolas-Sébastien",the martyrdom of sainte victoire,"1747, bronze, chapel of château, versailles",https://www.wga.hu/art/a/adam/nicolas/martyrdo.jpg,complete/artwork\79.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,1159*652,grayscale,185 kb
80,"ADAM, Nicolas-Sébastien",prometheus,"1737, marble, height 115 cm, musée du louvre, paris",https://www.wga.hu/art/a/adam/nicolas/promethe.jpg,complete/artwork\80.jpg,(1705-1778),Baroque,sculptor,https://www.wga.hu/html/a/adam/nicolas/index.html,Nancy,French,TRUE,809*950,true color,93 kb
81,"ADAM, Robert",interior view,"1761, photo, syon house, brentford, middlesex",https://www.wga.hu/art/a/adam2/syon4.jpg,complete/artwork\81.jpg,(1728-1792),Baroque,architect,https://www.wga.hu/html/a/adam2/index.html,London,Scottish,TRUE,936*1100,true color,233 kb
82,"ADAM, Robert",gateway,"1773, photo, syon house, brentford, middlesex",https://www.wga.hu/art/a/adam2/syon7.jpg,complete/artwork\82.jpg,(1728-1792),Baroque,architect,https://www.wga.hu/html/a/adam2/index.html,London,Scottish,TRUE,1300*1022,true color,229 kb
83,"ADAM, Robert",interior view,"1763-64, photo, syon house, brentford, middlesex",https://www.wga.hu/art/a/adam2/syon6.jpg,complete/artwork\83.jpg,(1728-1792),Baroque,architect,https://www.wga.hu/html/a/adam2/index.html,London,Scottish,TRUE,1100*1030,true color,234 kb
84,"ADAM, Robert",interior view,"1761, photo, syon house, brentford, middlesex",https://www.wga.hu/art/a/adam2/syon5.jpg,complete/artwork\84.jpg,(1728-1792),Baroque,architect,https://www.wga.hu/html/a/adam2/index.html,London,Scottish,TRUE,1120*1300,true color,233 kb
85,"ADAM, Robert",interior view,"1763-64, photo, syon house, brentford, middlesex",https://www.wga.hu/art/a/adam2/syon2.jpg,complete/artwork\85.jpg,(1728-1792),Baroque,architect,https://www.wga.hu/html/a/adam2/index.html,London,Scottish,TRUE,1400*933,true color,186 kb
