ID,artist,title,picture data,file info,jpg url
0,"AACHEN, Hans von",venus and adonis,"1574-88, oil on canvas, 68 x 95 cm, fogg art museum, harvard university, cambridge","1700*1211, true color, 252 kb",https://www.wga.hu/art/a/aachen/adonis.jpg
1,"AACHEN, Hans von",procuring scene,"1605-10, oil on wood, 114 x 130 cm, kunsthistorisches museum, vienna","1370*1168, true color, 212 kb",https://www.wga.hu/art/a/aachen/z_scene.jpg
2,"AACHEN, Hans von",self-portrait with a glass of wine,"c. 1596, oil on canvas, 53 x 44 cm, private collection","896*1074, true color, 57 kb",https://www.wga.hu/art/a/aachen/selfport.jpg
3,"AACHEN, Hans von",two laughing men (self-portrait),"before 1574, oil on panel, 48 x 39 cm, archdiocesan museum, kromeriz","1173*1500, true color, 210 kb",https://www.wga.hu/art/a/aachen/selfpor1.jpg
4,"AACHEN, Hans von",portrait of emperor rudolf ii,"1606-08, oil on canvas, 60 x 48 cm, kunsthistorisches museum, vienna","1149*1500, true color, 247 kb",https://www.wga.hu/art/a/aachen/rudolf2.jpg
5,"AACHEN, Hans von",boy with grapes,"1600-05, oil on wood, 45 x 36 cm, kunsthistorisches museum, vienna","1108*1418, true color, 220 kb",https://www.wga.hu/art/a/aachen/portrai4.jpg
6,"AACHEN, Hans von",anna of tyrol,"1604, oil on canvas, 58 x 48 cm, kunsthistorisches museum, vienna","954*1153, true color, 213 kb",https://www.wga.hu/art/a/aachen/portrai3.jpg
7,"AACHEN, Hans von",portrait of painter josef heintz,"1585, oil on canvas, 57 x 44 cm, národní galerie, prague","1511*2000, true color, 223 kb",https://www.wga.hu/art/a/aachen/portrai2.jpg
8,"AACHEN, Hans von",gaspar rem,"1574-75, oil on canvas, 49 x 42 cm, kunsthistorisches museum, vienna","1043*1242, true color, 136 kb",https://www.wga.hu/art/a/aachen/portrai1.jpg
9,"AACHEN, Hans von",a couple in a tavern,"1595-1605, oil on canvas, 63 x 51 cm, kunsthistorisches museum, vienna","1102*1369, true color, 128 kb",https://www.wga.hu/art/a/aachen/k_couple.jpg
10,"AACHEN, Hans von",declaration of war before constantine,"1603-04, parchment mounted on canvas, 34 x 42 cm, kunsthistorisches museum, vienna","1200*969, true color, 226 kb",https://www.wga.hu/art/a/aachen/war.jpg
11,"AACHEN, Hans von",pan and selene,"1600-05, oil on panel, 40 x 49 cm, private collection","1500*1203, true color, 251 kb",https://www.wga.hu/art/a/aachen/gods1.jpg
12,"AACHEN, Hans von",the amazement of the gods,"1590s, oil on copper, 36 x 46 cm, national gallery, london","1200*943, true color, 192 kb",https://www.wga.hu/art/a/aachen/gods.jpg
13,"AACHEN, Hans von",david and bathsheba,"1612-15, oil on canvas, 128 x 105 cm, kunsthistorisches museum, vienna","1073*1418, true color, 221 kb",https://www.wga.hu/art/a/aachen/davidbat.jpg
14,"AACHEN, Hans von","bacchus, venus and cupid","1595-1600, oil on canvas, 63 x 50 cm, kunsthistorisches museum, vienna","1206*1500, true color, 245 kb",https://www.wga.hu/art/a/aachen/bacchus1.jpg
15,"AACHEN, Hans von","bacchus, ceres and cupid","1595-1605, oil on canvas, 163 x 113 cm, kunsthistorisches museum, vienna","1173*1700, true color, 242 kb",https://www.wga.hu/art/a/aachen/bacchus.jpg
16,"AACHEN, Hans von","pallas athena, venus and juno","1593, oil on canvas, 54 x 67 cm, museum of fine arts, boston","1556*1252, true color, 239 kb",https://www.wga.hu/art/a/aachen/athena.jpg
17,"AACHEN, Hans von","jupiter, antiope and cupid","1595-98, oil on copper, 31 x 21 cm, kunsthistorisches museum, vienna","987*1400, true color, 234 kb",https://www.wga.hu/art/a/aachen/antiope.jpg
18,"AACHEN, Hans von","allegory of peace, art and abundance","1602, oil on canvas, 197 x 142 cm, the hermitage, st. petersburg","1193*1600, true color, 238 kb",https://www.wga.hu/art/a/aachen/allegorz.jpg
19,"AACHEN, Hans von",allegory,"1598, oil on copper, 56 x 47 cm, alte pinakothek, munich","684*817, true color, 133 kb",https://www.wga.hu/art/a/aachen/allegory.jpg
20,"AACHEN, Hans von",couple with mirror,"1596, copperplate, 25 x 20 cm, kunsthistorisches museum, vienna","1035*1398, true color, 137 kb",https://www.wga.hu/art/a/aachen/j_couple.jpg
21,"AAGAARD, Carl Frederik",deer beside a lake,"1888, oil on canvas, 53 x 82 cm, private collection","1200*818, true color, 213 kb",https://www.wga.hu/art/a/aagaard/deerlake.jpg
22,"AAGAARD, Carl Frederik",the rose garden,"1877, oil on canvas, 98 x 80 cm, private collection","875*950, true color, 117 kb",https://www.wga.hu/art/a/aagaard/rosegard.jpg
23,"ABADIA, Juan de la",the archangel michael,"c. 1490, wood, 127 x 78 cm, museu nacional d'art de catalunya, barcelona","637*1060, true color, 191 kb",https://www.wga.hu/art/a/abadia/michael.jpg
24,"ABADIE, Paul",interior view,"1875-1919, photo, sacré-coeur, paris","1600*1064, true color, 210 kb",https://www.wga.hu/art/a/abadie/sacreco3.jpg
25,"ABADIE, Paul",exterior view,"1875-1919, photo, sacré-coeur, paris","1400*1332, true color, 274 kb",https://www.wga.hu/art/a/abadie/sacreco2.jpg
26,"ABADIE, Paul",general view,"1875-1919, photo, sacré-coeur, paris","1800*1505, true color, 269 kb",https://www.wga.hu/art/a/abadie/sacreco1.jpg
27,"ABADIE, Paul",exterior view,"1858-69, photo, town hall, angoulême","1400*1004, true color, 260 kb",https://www.wga.hu/art/a/abadie/angoule2.jpg
28,"ABADIE, Paul",general view,"1852-56, photo, église saint-martial, angoulême","2000*1500, true color, 282 kb",https://www.wga.hu/art/a/abadie/angoule1.jpg
29,"ABADIE, Paul",view of the tour de lusignan,"1858-69, photo, town hall, angoulême","758*1000, true color, 198 kb",https://www.wga.hu/art/a/abadie/angoule3.jpg
30,"ABAQUESNE, Masséot",albarello,"c. 1545, maiolica, musée des beaux-arts, rouen","500*1115, true color, 82 kb",https://www.wga.hu/art/a/abaquesn/albarell.jpg
31,"ABAQUESNE, Masséot",ceramic floor,"1542, ceramics, musée national de la renaissance, écouen","450*1545, true color, 167 kb",https://www.wga.hu/art/a/abaquesn/floor1.jpg
32,"ABAQUESNE, Masséot",ceramic floor,"1557, ceramics, musée du louvre, paris","841*1000, true color, 195 kb",https://www.wga.hu/art/a/abaquesn/floor2.jpg
33,"ABAQUESNE, Masséot",the flood,"-, ceramic mural composition, musée national de la renaissance, écouen","750*1076, true color, 191 kb",https://www.wga.hu/art/a/abaquesn/theflood.jpg
34,"ABBATE, Niccolò dell'",man with parrot,"1540s, oil on canvas, 125 x 109 cm, kunsthistorisches museum, vienna","1211*1398, true color, 244 kb",https://www.wga.hu/art/a/abbate/portrai2.jpg
35,"ABBATE, Niccolò dell'",orlando furioso scenes (detail),"c. 1560, fresco, pinacoteca nazionale, bologna","1008*1400, true color, 250 kb",https://www.wga.hu/art/a/abbate/torfani2.jpg
36,"ABBATE, Niccolò dell'",orlando furioso scenes (detail),"c. 1560, fresco, pinacoteca nazionale, bologna","1600*1039, true color, 240 kb",https://www.wga.hu/art/a/abbate/torfani1.jpg
37,"ABBATE, Niccolò dell'",the continence of scipio,"c. 1555, oil on canvas, 127 x 115 cm, musée du louvre, paris","820*907, true color, 97 kb",https://www.wga.hu/art/a/abbate/scipio.jpg
38,"ABBATE, Niccolò dell'",the rape of proserpine,"c. 1570, oil on canvas, 196 x 220 cm, musée du louvre, paris","939*820, true color, 110 kb",https://www.wga.hu/art/a/abbate/proserpi.jpg
39,"ABBATE, Niccolò dell'",death of eurydice,"1552-71, oil on canvas, 189 x 238 cm, national gallery, london","1000*785, true color, 167 kb",https://www.wga.hu/art/a/abbate/orpheus.jpg
40,"ABBATE, Niccolò dell'",portrait of a gentleman with a falcon,"1548-50, oil on canvas, 140 x 117 cm, art gallery of new south wales, sydney","1332*1700, true color, 247 kb",https://www.wga.hu/art/a/abbate/portrai1.jpg
41,"ABBATE, Niccolò dell'",meeting of charles v and the bey of tunis,"1545-50, oil on canvas, 176 x 211 cm, courtauld gallery, london","944*787, true color, 186 kb",https://www.wga.hu/art/a/abbate/meeting.jpg
42,"ABBATE, Niccolò dell'",chimney breast,"c. 1552, oil on canvas, château, écouen","900*1328, true color, 184 kb",https://www.wga.hu/art/a/abbate/chimney1.jpg
43,"ABBATE, Niccolò dell'",chimney breast,"c. 1552, marble, château, écouen","810*1200, true color, 185 kb",https://www.wga.hu/art/a/abbate/chimney2.jpg
44,"ABBATE, Niccolò dell'",stag hunt,"1550-52, oil on canvas, 116 x 159 cm, galleria borghese, rome","1156*761, true color, 163 kb",https://www.wga.hu/art/a/abbate/deerhunt.jpg
45,"ABBATE, Niccolò dell'",moses rescued from the nile,"c. 1560, oil on canvas, 83 x 83 cm, musée du louvre, paris","822*824, true color, 151 kb",https://www.wga.hu/art/a/abbate/moses.jpg
46,"ABBATE, Niccolò dell'",decoration (detail),"1550, fresco, château, fontainebleau (seine-et-marne)","1100*733, true color, 234 kb",https://www.wga.hu/art/a/abbate/galerie2.jpg
47,"ABBATE, Niccolò dell'",decoration,"1550, fresco, château, fontainebleau (seine-et-marne)","1029*683, true color, 191 kb",https://www.wga.hu/art/a/abbate/galerie1.jpg
48,"ABBATI, Giuseppe",portrait of a woman,"1865-66, oil on panel, 26 x 14 cm, galleria dell'arte moderna, palazzo pitti, florence","471*850, true color, 51 kb",https://www.wga.hu/art/a/abbati/abbati4.jpg
49,"ABBATI, Giuseppe",the cloister of santa croce,"1861-62, oil on cardboard, 19 x 25 cm, galleria dell'arte moderna, palazzo pitti, florence","1300*986, true color, 219 kb",https://www.wga.hu/art/a/abbati/abbati3.jpg
50,"ABBATI, Giuseppe",oration (the prayer),"1866, oil on canvas, 57 x 42 cm, galleria dell'arte moderna, palazzo pitti, florence","974*1300, true color, 208 kb",https://www.wga.hu/art/a/abbati/abbati5.jpg
51,"ABBATI, Giuseppe",landscape at castiglioncello,"1863, oil on panel, 10 x 30 cm, galleria dell'arte moderna, palazzo pitti, florence","1023*350, true color, 60 kb",https://www.wga.hu/art/a/abbati/abbati1.jpg
52,"ABBATI, Giuseppe",country road with cypresses,"c. 1860, oil on canvas, 28 x 37 cm, galleria dell'arte moderna, palazzo pitti, florence","1137*850, true color, 162 kb",https://www.wga.hu/art/a/abbati/abbati2.jpg
53,"ABBATINI, Guido Ubaldo",gian lorenzo bernini's cornaro chapel,"c. 1650, oil on canvas, 168 x 120 cm, staatliches museum, schwerin","800*1133, true color, 167 kb",https://www.wga.hu/art/a/abbatini/cornaro.jpg
54,"ABEELE, Pieter van",commemorative medal for admiral maarten harpertszoon tromp,"1653, silver, cast, chased and engraved, diameter 7 cm, private collection","509*500, true color, 51 kb",https://www.wga.hu/art/a/abeele/commemo2.jpg
55,"ABEELE, Pieter van","william iii, prince of orange, at the age of four","1654, silver, two cast chased shells soldered together, diameter 7 cm, metropolitan museum of art, new york","1034*500, true color, 104 kb",https://www.wga.hu/art/a/abeele/william3.jpg
56,"ABEELE, Pieter van",medal commemorating charles ii embarkation at scheveningen,"1660, silver, diameter 7 cm, royal collection, windsor","988*500, true color, 92 kb",https://www.wga.hu/art/a/abeele/commemo1.jpg
57,"ABILDGAARD, Nicolai",the midwife taking leave of the girl from andros,"1801, oil on canvas, 158 x 129 cm, statens museum for kunst, copenhagen","1231*1500, true color, 108 kb",https://www.wga.hu/art/a/abildgaa/andria1.jpg
58,"ABILDGAARD, Nicolai",simo and his former slave sosia,"1803, oil on canvas, 158 x 142 cm, statens museum for kunst, copenhagen","1353*1500, true color, 142 kb",https://www.wga.hu/art/a/abildgaa/andria2.jpg
59,"ABILDGAARD, Nicolai",culmin's ghost appears to his mother,"c. 1794, oil on canvas, 62 x 78 cm, nationalmuseum, stockholm","1122*1000, true color, 129 kb",https://www.wga.hu/art/a/abildgaa/culmingh.jpg
60,"ABILDGAARD, Nicolai",the wounded philoctetes,"1775, oil on canvas, 123 x 178 cm, statens museum for kunst, copenhagen","1500*1057, true color, 129 kb",https://www.wga.hu/art/a/abildgaa/philocte.jpg
61,"ABILDGAARD, Nicolai",adam and eve,"1780, engraving, nationalmuseum, stockholm","600*1031, true color, 170 kb",https://www.wga.hu/art/a/abildgaa/z_adamev.jpg
62,"ABONDIO, Antonio",medallion portrait of emperor maximilian ii,"c. 1575, wax on obsidian, kunsthistorisches museum, vienna","451*500, true color, 27 kb",https://www.wga.hu/art/a/abondio/maximili.jpg
63,"ACERO Y AREBO, Vicente",exterior view,"1722-1838, photo, cathedral, cádiz","1021*1400, true color, 200 kb",https://www.wga.hu/art/a/acero/cadiz2.jpg
64,"ACERO Y AREBO, Vicente",exterior view,"1722-1838, photo, cathedral, cádiz","1500*1095, true color, 192 kb",https://www.wga.hu/art/a/acero/cadiz1.jpg
65,"ACHENBACH, Oswald",fireworks in naples,"1875, oil on canvas, 66 x 102 cm, the hermitage, st. petersburg","1600*1005, true color, 131 kb",https://www.wga.hu/art/a/achenbac/firework.jpg
66,"ADAM, Albrecht",battle of moscow on 7 september 1812,"1815-25, oil and gouache on paper, 21 x 30 cm, the hermitage, st. petersburg","1253*873, true color, 154 kb",https://www.wga.hu/art/a/adam1/battle.jpg
67,"ADAM, Albrecht",the return from the hunt,"1828, oil on canvas, 69 x 101 cm, private collection","1200*825, true color, 158 kb",https://www.wga.hu/art/a/adam1/hunt.jpg
68,"ADAM, Lambert-Sigisbert",child pinched by a lobster,"c. 1740, bronze, height 25,5 cm, institute of arts, detroit","692*1001, grayscale, 85 kb",https://www.wga.hu/art/a/adam/lambert/child_lo.jpg
69,"ADAM, Lambert-Sigisbert",neptune and amphitrite,"1740 (completed), lead, bassin de naptune, versailles","1020*735, grayscale, 126 kb",https://www.wga.hu/art/a/adam/lambert/neptune.jpg
70,"ADAM, Lambert-Sigisbert",neptune calming the waves,"1737, marble, musée du louvre, paris","801*1213, grayscale, 95 kb",https://www.wga.hu/art/a/adam/lambert/neptune1.jpg
71,"ADAM, Lambert-Sigisbert",self-portrait,"c. 1740, drawing, ashmolean museum, oxford","650*1068, grayscale, 151 kb",https://www.wga.hu/art/a/adam/lambert/selfport.jpg
72,"ADAM, Lambert-Sigisbert",head of 'water',"1737, terracotta, the hermitage, st. petersburg","750*1062, grayscale, 95 kb",https://www.wga.hu/art/a/adam/lambert/water.jpg
73,"ADAM, Nicolas-Sébastien",monumental vase on the theme of autumn (detail),"1742-45, marble, metropolitan museum of art, new york","848*900, true color, 160 kb",https://www.wga.hu/art/a/adam/nicolas/vase2.jpg
74,"ADAM, Nicolas-Sébastien",monumental vase on the theme of autumn (detail),"1742-45, marble, metropolitan museum of art, new york","1028*1400, true color, 239 kb",https://www.wga.hu/art/a/adam/nicolas/vase1.jpg
75,"ADAM, Nicolas-Sébastien",monumental vase on the theme of autumn,"1742-45, marble, height 177 cm, metropolitan museum of art, new york","1037*1400, true color, 191 kb",https://www.wga.hu/art/a/adam/nicolas/vase.jpg
76,"ADAM, Nicolas-Sébastien",prometheus,"1737, marble, height 115 cm, musée du louvre, paris","802*1130, grayscale, 100 kb",https://www.wga.hu/art/a/adam/nicolas/promethx.jpg
77,"ADAM, Nicolas-Sébastien",monument to queen catharina opalinska (detail),"1749 (set up), marble, notre-dame de bon secours, nancy","666*703, grayscale, 108 kb",https://www.wga.hu/art/a/adam/nicolas/opalinsx.jpg
78,"ADAM, Nicolas-Sébastien",monument to queen catharina opalinska,"1749, marble, notre-dame de bon secours, nancy","801*1184, grayscale, 158 kb",https://www.wga.hu/art/a/adam/nicolas/opalinsk.jpg
79,"ADAM, Nicolas-Sébastien",the martyrdom of sainte victoire,"1747, bronze, chapel of château, versailles","1159*652, grayscale, 185 kb",https://www.wga.hu/art/a/adam/nicolas/martyrdo.jpg
80,"ADAM, Nicolas-Sébastien",prometheus,"1737, marble, height 115 cm, musée du louvre, paris","809*950, true color, 93 kb",https://www.wga.hu/art/a/adam/nicolas/promethe.jpg
81,"ADAM, Robert",interior view,"1761, photo, syon house, brentford, middlesex","936*1100, true color, 233 kb",https://www.wga.hu/art/a/adam2/syon4.jpg
82,"ADAM, Robert",gateway,"1773, photo, syon house, brentford, middlesex","1300*1022, true color, 229 kb",https://www.wga.hu/art/a/adam2/syon7.jpg
83,"ADAM, Robert",interior view,"1763-64, photo, syon house, brentford, middlesex","1100*1030, true color, 234 kb",https://www.wga.hu/art/a/adam2/syon6.jpg
84,"ADAM, Robert",interior view,"1761, photo, syon house, brentford, middlesex","1120*1300, true color, 233 kb",https://www.wga.hu/art/a/adam2/syon5.jpg
85,"ADAM, Robert",interior view,"1763-64, photo, syon house, brentford, middlesex","1400*933, true color, 186 kb",https://www.wga.hu/art/a/adam2/syon2.jpg
86,"ADAM, Robert",interior view,"1763-64, photo, syon house, brentford, middlesex","1400*700, true color, 153 kb",https://www.wga.hu/art/a/adam2/syon3.jpg
87,"ADAM, Robert",music room,"1773-76, photo, 20 portman square, london","1300*798, true color, 242 kb",https://www.wga.hu/art/a/adam2/portman3.jpg
88,"ADAM, Robert",interior view,"1763-64, photo, syon house, brentford, middlesex","1400*700, true color, 146 kb",https://www.wga.hu/art/a/adam2/syon1.jpg
89,"ADAM, Robert",cupola of the stairwell,"1773-76, photo, 20 portman square, london","1014*1400, true color, 210 kb",https://www.wga.hu/art/a/adam2/portman2.jpg
90,"ADAM, Robert",stairwell,"1773-76, photo, 20 portman square, london","997*1400, true color, 230 kb",https://www.wga.hu/art/a/adam2/portman1.jpg
91,"ADAM, Robert",library,"1767, photo, kenwood house, hampstead heath, london","938*1300, true color, 238 kb",https://www.wga.hu/art/a/adam2/kenwood.jpg
92,"ADAM, Robert",exterior view,"1760s, photo, kedleston hall, derbyshire","1400*872, true color, 134 kb",https://www.wga.hu/art/a/adam2/kedlesto.jpg
93,"ADAM-SALOMON, Antoine-Samuel",bust of isaac péreire,"-, white marble, height 77 cm, private collection","854*1080, true color, 39 kb",https://www.wga.hu/art/a/adam-sal/pereire.jpg
94,"ADELCRANTZ, Carl Fredrik",exterior view,"1766, photo, palace theatre, drottningholm","1400*1062, true color, 239 kb",https://www.wga.hu/art/a/adelcran/theatre1.jpg
95,"ADELCRANTZ, Carl Fredrik",interior view,"1766, photo, palace theatre, drottningholm","1300*976, true color, 232 kb",https://www.wga.hu/art/a/adelcran/theatre2.jpg
96,"ADEMOLLO, Luigi",fresco decoration (detail),"1800-10, fresco, palazzo bianchi-bandinelli, siena","777*1200, true color, 156 kb",https://www.wga.hu/art/a/ademollo/siena2.jpg
97,"ADEMOLLO, Luigi",fresco decoration (detail),"1800-10, fresco, palazzo bianchi-bandinelli, siena","1005*1000, true color, 136 kb",https://www.wga.hu/art/a/ademollo/siena1.jpg
98,"ADEMOLLO, Luigi",episodes in roman history,"1820s, fresco, palazzo ducale, lucca","1000*1251, true color, 217 kb",https://www.wga.hu/art/a/ademollo/lucca3.jpg
99,"ADEMOLLO, Luigi",episodes in roman history,"1820s, fresco, palazzo ducale, lucca","1354*950, true color, 232 kb",https://www.wga.hu/art/a/ademollo/lucca2.jpg
100,"ADEMOLLO, Luigi",episodes in roman history,"1820s, fresco, palazzo ducale, lucca","1313*800, true color, 209 kb",https://www.wga.hu/art/a/ademollo/lucca1.jpg
101,"ADEMOLLO, Luigi",view of the room of the ark,"1816, fresco, galleria palatina (palazzo pitti), florence","1204*900, true color, 180 kb",https://www.wga.hu/art/a/ademollo/ark1.jpg
102,"ADEMOLLO, Luigi",transportation of the ark of the covenant containing the tablets of the law,"1816, fresco, galleria palatina (palazzo pitti), florence","1021*1200, true color, 210 kb",https://www.wga.hu/art/a/ademollo/ark3.jpg
103,"ADEMOLLO, Luigi",the menorah,"1816, fresco, galleria palatina (palazzo pitti), florence","900*1098, true color, 169 kb",https://www.wga.hu/art/a/ademollo/ark2.jpg
104,"ADEMOLLO, Luigi",fresco decoration (detail),"1800-10, fresco, palazzo bianchi-bandinelli, siena","900*1142, true color, 149 kb",https://www.wga.hu/art/a/ademollo/siena3.jpg
105,"ADEMOLLO, Luigi",view of the room of the ark,"1816, fresco, galleria palatina (palazzo pitti), florence","1331*900, true color, 206 kb",https://www.wga.hu/art/a/ademollo/ark.jpg
106,"ADEMOLLO, Luigi",view of the palatine chapel,"1800s, fresco, galleria palatina (palazzo pitti), florence","1225*850, true color, 186 kb",https://www.wga.hu/art/a/ademollo/chapel.jpg
107,"ADLER, Salomon",self-portrait,"1650s, oil on canvas, 74 x 60 cm, private collection","865*1075, true color, 50 kb",https://www.wga.hu/art/a/adler/selfport.jpg
108,"ADOLPHI, Christoffel",commemorative medal for admiral michiel adriaensz. de ruyter,"1676, silver, struck and embossed, diameter 7 cm, private collection","509*500, true color, 46 kb",https://www.wga.hu/art/a/adolphi/ruyter.jpg
109,"ADRIAENSSEN, Alexander",fish and dead game,"1643, oil on canvas, 58 x 87 cm, the hermitage, st. petersburg","1255*817, true color, 118 kb",https://www.wga.hu/art/a/adriaens/fishgame.jpg
110,"ADRIAENSSEN, Alexander",still-life with fish,"1630-50, oil on oak panel, 55 x 76 cm, groeninge museum, bruges","1200*845, true color, 179 kb",https://www.wga.hu/art/a/adriaens/stilfish.jpg
111,"ADRIAENSSEN, Alexander",still-life with flowers in a glass vase,"c. 1650, oil on panel, 54 x 43 cm, private collection","1169*1500, true color, 188 kb",https://www.wga.hu/art/a/adriaens/stilflow.jpg
112,"ADRIAENSSEN, Alexander",still-life,"1646, oil on panel, 44 x 64 cm, private collection","1094*746, true color, 150 kb",https://www.wga.hu/art/a/adriaens/stillife.jpg
113,"ADRIAENSSEN, Alexander",still-life with oysters,"1630s, oil on oak panel, 44 x 36 cm, národní galerie, prague","900*1065, true color, 164 kb",https://www.wga.hu/art/a/adriaens/stiloyst.jpg
114,ADRIANO FIORENTINO,giovanni gioviano pontano,"c. 1488, cast copper alloy, diameter 9 cm, national gallery of art, washington","837*400, true color, 56 kb",https://www.wga.hu/art/a/adriano/pontano3.jpg
115,ADRIANO FIORENTINO,giovanni gioviano pontano,"1488-94, marble, 51 x 33 cm, metropolitan museum of art, new york","903*1300, true color, 207 kb",https://www.wga.hu/art/a/adriano/pontano2.jpg
116,ADRIANO FIORENTINO,venus,"1490s, bronze, height 42 cm (with base), museum of art, philadelphia","347*878, true color, 23 kb",https://www.wga.hu/art/a/adriano/venus.jpg
117,ADRIANO FIORENTINO,medal of ferdinand ii,"c. 1494, bronze, diameter 8 cm, national gallery of art, washington","1057*522, true color, 72 kb",https://www.wga.hu/art/a/adriano/medal.jpg
118,ADRIANO FIORENTINO,"elector frederick iii of saxony, called frederick the wise","1498, brass, height 62 cm, staatliche kunstsammlungen, dresden","1244*1400, true color, 193 kb",https://www.wga.hu/art/a/adriano/frederic.jpg
119,ADRIANO FIORENTINO,giovanni gioviano pontano,"1488-94, bronze, height 50 cm, museo di sant'agostino, genoa","1257*1300, true color, 190 kb",https://www.wga.hu/art/a/adriano/pontano1.jpg
120,"AELST, Willem van",still-life,"1660s, oil on canvas, 64 x 53 cm, private collection","1000*1208, true color, 150 kb",https://www.wga.hu/art/a/aelst/stillif.jpg
121,"AELST, Willem van",still-life of dead birds and hunting weapons,"1660, oil on canvas, 86,5 x 68 cm, staatliche museen, berlin","830*1050, true color, 137 kb",https://www.wga.hu/art/a/aelst/weapons.jpg
122,"AELST, Willem van",vase of flowers with pocket watch,"1656, oil on canvas, staatliche museen, kassel","900*1090, true color, 110 kb",https://www.wga.hu/art/a/aelst/vasewatc.jpg
123,"AELST, Willem van",still-life with fruit and a crystal vase,"c. 1650, oil on canvas, 77 x 102 cm, galleria palatina (palazzo pitti), florence","1072*770, true color, 109 kb",https://www.wga.hu/art/a/aelst/stilvase.jpg
124,"AELST, Willem van",still-life with mouse and candle,"1647, oil on copper, 19 x 25 cm, private collection","909*700, true color, 50 kb",https://www.wga.hu/art/a/aelst/stilmous.jpg
125,"AELST, Willem van",still-life with peaches and plums,"1644, oil on panel, octagonal, 23 x 30 cm, private collection","1294*1000, true color, 119 kb",https://www.wga.hu/art/a/aelst/stillpea.jpg
126,"AELST, Willem van","still-life with fruit, parrot, and nautilus pitcher","1653, oil on canvas, 77 x 102 cm, galleria palatina (palazzo pitti), florence","1071*770, true color, 107 kb",https://www.wga.hu/art/a/aelst/stillpar.jpg
127,"AELST, Willem van",fruit still-life,"1677, oil on canvas, 58 x 47 cm, private collection","700*882, true color, 102 kb",https://www.wga.hu/art/a/aelst/stilliff.jpg
128,"AELST, Willem van",still-life with armour,"1635-41, black chalk on vellum, 110 x 155 m, fogg art museum, harvard university, cambridge","600*457, grayscale, 29 kb",https://www.wga.hu/art/a/aelst/z_armour.jpg
129,"AELST, Willem van",still-life with fruit,"1664, oil on canvas, 67 x 52 cm, museo thyssen-bornemisza, madrid","750*972, true color, 107 kb",https://www.wga.hu/art/a/aelst/stillfru.jpg
130,"AELST, Willem van",flower still-life,"1677, oil on canvas, 58 x 47 cm, private collection","700*877, true color, 92 kb",https://www.wga.hu/art/a/aelst/stillife.jpg
131,"AELST, Willem van",still-life with fruit and crystal vase,"1652, oil on canvas, 73 x 58 cm, galleria palatina (palazzo pitti), florence","1053*1300, true color, 175 kb",https://www.wga.hu/art/a/aelst/still_fr.jpg
132,"AELST, Willem van",breakfast piece,"1671, oil on canvas, 49 x 41 cm, akademie der bildenden künste, vienna","1000*1196, true color, 104 kb",https://www.wga.hu/art/a/aelst/breakfas.jpg
133,"AELST, Willem van",still-life with hunting equipment and dead birds,"1668, oil on canvas, 68 x 54 cm, staatliche kunsthalle, karlsruhe","830*1035, true color, 152 kb",https://www.wga.hu/art/a/aelst/deadbird.jpg
134,"AELST, Willem van",hunting still-life,"c. 1665, oil on canvas, 65,5 x 52,7 cm, private collection","818*1080, true color, 137 kb",https://www.wga.hu/art/a/aelst/hunting.jpg
135,"AELST, Willem van",hunting still-life (detail),"c. 1665, oil on canvas, private collection","1046*824, true color, 171 kb",https://www.wga.hu/art/a/aelst/hunting2.jpg
136,"AELST, Willem van",still-life,"c. 1645, oil on panel, 41 x 32 cm, private collection","732*900, true color, 193 kb",https://www.wga.hu/art/a/aelst/still_li.jpg
137,"AELST, Willem van",still-life with a basket of fruit on a marble ledge,"1650, oil on canvas, 38 x 50 cm, private collection","1306*1000, true color, 145 kb",https://www.wga.hu/art/a/aelst/stilbask.jpg
138,"AELST, Willem van",still-life,"1675, oil on canvas, 40 x 32 cm, private collection","858*1087, true color, 67 kb",https://www.wga.hu/art/a/aelst/stilflow.jpg
139,"AELST, Willem van",still-life with fruit,"1653, oil on canvas, 77 x 102 cm, galleria palatina (palazzo pitti), florence","1025*770, true color, 67 kb",https://www.wga.hu/art/a/aelst/stilfrui.jpg
140,"AELST, Willem van",still-life of fruit,"c. 1660, oil on canvas, 47 x 52 cm, private collection","911*800, true color, 111 kb",https://www.wga.hu/art/a/aelst/stil_fru.jpg
141,"AENVANCK, Theodoor",fruit,"1653, oil on panel, 63 x 80 cm, koninklijk museum voor schone kunsten, antwerp","1041*800, true color, 109 kb",https://www.wga.hu/art/a/aenvanck/fruit.jpg
142,AERT VAN ORT,susanna and the elders,"1520-25, stained glass, diameter 24 cm, metropolitan museum of art, new york","828*827, true color, 134 kb",https://www.wga.hu/art/a/aert/susanna.jpg
143,"AERTSEN, Pieter",left wing of a triptych with the adoration of the magi (reverse side),"c. 1560, oil on panel, 190 x 73 cm, rijksmuseum, amsterdam","377*1000, true color, 73 kb",https://www.wga.hu/art/a/aertsen/triptic3.jpg
144,"AERTSEN, Pieter",left wing of a triptych with the adoration of the magi,"c. 1560, oil on panel, 190 x 73 cm, rijksmuseum, amsterdam","369*1000, true color, 86 kb",https://www.wga.hu/art/a/aertsen/triptic2.jpg
145,"AERTSEN, Pieter",vendor of fowl,"1560s, oil on panel, 137 x 95 cm, the hermitage, st. petersburg","760*1090, true color, 137 kb",https://www.wga.hu/art/a/aertsen/vendor_f.jpg
